EAR,MAR,TIME
0.15890329742007192,0.11380711874576983,23:06:12.381309
0.15890329742007192,0.11380711874576983,23:06:12.381309
0.14484994171089272,0.6666666666666667,23:06:12.754340
0.15890329742007192,0.11380711874576983,23:06:12.381309
0.14484994171089272,0.6666666666666667,23:06:12.754340
0.16736594190432888,0.16881650340819931,23:06:12.879626
0.15890329742007192,0.11380711874576983,23:06:12.381309
0.14484994171089272,0.6666666666666667,23:06:12.754340
0.16736594190432888,0.16881650340819931,23:06:12.879626
0.21034599456592434,0.3802829637134567,23:06:12.997198
0.15890329742007192,0.11380711874576983,23:06:12.381309
0.14484994171089272,0.6666666666666667,23:06:12.754340
0.16736594190432888,0.16881650340819931,23:06:12.879626
0.21034599456592434,0.3802829637134567,23:06:12.997198
0.20479137187051372,0.285354109927885,23:06:13.132769
0.15890329742007192,0.11380711874576983,23:06:12.381309
0.14484994171089272,0.6666666666666667,23:06:12.754340
0.16736594190432888,0.16881650340819931,23:06:12.879626
0.21034599456592434,0.3802829637134567,23:06:12.997198
0.20479137187051372,0.285354109927885,23:06:13.132769
0.191067780687885,0.18834271799576283,23:06:13.275193
0.15890329742007192,0.11380711874576983,23:06:12.381309
0.14484994171089272,0.6666666666666667,23:06:12.754340
0.16736594190432888,0.16881650340819931,23:06:12.879626
0.21034599456592434,0.3802829637134567,23:06:12.997198
0.20479137187051372,0.285354109927885,23:06:13.132769
0.191067780687885,0.18834271799576283,23:06:13.275193
0.21614993501874707,0.18834271799576283,23:06:13.415391
0.15890329742007192,0.11380711874576983,23:06:12.381309
0.14484994171089272,0.6666666666666667,23:06:12.754340
0.16736594190432888,0.16881650340819931,23:06:12.879626
0.21034599456592434,0.3802829637134567,23:06:12.997198
0.20479137187051372,0.285354109927885,23:06:13.132769
0.191067780687885,0.18834271799576283,23:06:13.275193
0.21614993501874707,0.18834271799576283,23:06:13.415391
0.28579909635718226,0.6384610114054564,23:06:13.557374
0.15890329742007192,0.11380711874576983,23:06:12.381309
0.14484994171089272,0.6666666666666667,23:06:12.754340
0.16736594190432888,0.16881650340819931,23:06:12.879626
0.21034599456592434,0.3802829637134567,23:06:12.997198
0.20479137187051372,0.285354109927885,23:06:13.132769
0.191067780687885,0.18834271799576283,23:06:13.275193
0.21614993501874707,0.18834271799576283,23:06:13.415391
0.28579909635718226,0.6384610114054564,23:06:13.557374
0.24780236909880227,0.33874258867227935,23:06:13.682241
0.15890329742007192,0.11380711874576983,23:06:12.381309
0.14484994171089272,0.6666666666666667,23:06:12.754340
0.16736594190432888,0.16881650340819931,23:06:12.879626
0.21034599456592434,0.3802829637134567,23:06:12.997198
0.20479137187051372,0.285354109927885,23:06:13.132769
0.191067780687885,0.18834271799576283,23:06:13.275193
0.21614993501874707,0.18834271799576283,23:06:13.415391
0.28579909635718226,0.6384610114054564,23:06:13.557374
0.24780236909880227,0.33874258867227935,23:06:13.682241
0.23826866461008317,0.1,23:06:13.812913
0.15890329742007192,0.11380711874576983,23:06:12.381309
0.14484994171089272,0.6666666666666667,23:06:12.754340
0.16736594190432888,0.16881650340819931,23:06:12.879626
0.21034599456592434,0.3802829637134567,23:06:12.997198
0.20479137187051372,0.285354109927885,23:06:13.132769
0.191067780687885,0.18834271799576283,23:06:13.275193
0.21614993501874707,0.18834271799576283,23:06:13.415391
0.28579909635718226,0.6384610114054564,23:06:13.557374
0.24780236909880227,0.33874258867227935,23:06:13.682241
0.23826866461008317,0.1,23:06:13.812913
0.2702939600218377,0.0804737854124365,23:06:13.952114
0.15890329742007192,0.11380711874576983,23:06:12.381309
0.14484994171089272,0.6666666666666667,23:06:12.754340
0.16736594190432888,0.16881650340819931,23:06:12.879626
0.21034599456592434,0.3802829637134567,23:06:12.997198
0.20479137187051372,0.285354109927885,23:06:13.132769
0.191067780687885,0.18834271799576283,23:06:13.275193
0.21614993501874707,0.18834271799576283,23:06:13.415391
0.28579909635718226,0.6384610114054564,23:06:13.557374
0.24780236909880227,0.33874258867227935,23:06:13.682241
0.23826866461008317,0.1,23:06:13.812913
0.2702939600218377,0.0804737854124365,23:06:13.952114
0.31385286901903264,0.13333333333333333,23:06:14.067087
0.15890329742007192,0.11380711874576983,23:06:12.381309
0.14484994171089272,0.6666666666666667,23:06:12.754340
0.16736594190432888,0.16881650340819931,23:06:12.879626
0.21034599456592434,0.3802829637134567,23:06:12.997198
0.20479137187051372,0.285354109927885,23:06:13.132769
0.191067780687885,0.18834271799576283,23:06:13.275193
0.21614993501874707,0.18834271799576283,23:06:13.415391
0.28579909635718226,0.6384610114054564,23:06:13.557374
0.24780236909880227,0.33874258867227935,23:06:13.682241
0.23826866461008317,0.1,23:06:13.812913
0.2702939600218377,0.0804737854124365,23:06:13.952114
0.31385286901903264,0.13333333333333333,23:06:14.067087
0.249074089664632,0.160947570824873,23:06:14.201628
0.15890329742007192,0.11380711874576983,23:06:12.381309
0.14484994171089272,0.6666666666666667,23:06:12.754340
0.16736594190432888,0.16881650340819931,23:06:12.879626
0.21034599456592434,0.3802829637134567,23:06:12.997198
0.20479137187051372,0.285354109927885,23:06:13.132769
0.191067780687885,0.18834271799576283,23:06:13.275193
0.21614993501874707,0.18834271799576283,23:06:13.415391
0.28579909635718226,0.6384610114054564,23:06:13.557374
0.24780236909880227,0.33874258867227935,23:06:13.682241
0.23826866461008317,0.1,23:06:13.812913
0.2702939600218377,0.0804737854124365,23:06:13.952114
0.31385286901903264,0.13333333333333333,23:06:14.067087
0.249074089664632,0.160947570824873,23:06:14.201628
0.2803397320412729,0.06666666666666667,23:06:14.343087
0.15890329742007192,0.11380711874576983,23:06:12.381309
0.14484994171089272,0.6666666666666667,23:06:12.754340
0.16736594190432888,0.16881650340819931,23:06:12.879626
0.21034599456592434,0.3802829637134567,23:06:12.997198
0.20479137187051372,0.285354109927885,23:06:13.132769
0.191067780687885,0.18834271799576283,23:06:13.275193
0.21614993501874707,0.18834271799576283,23:06:13.415391
0.28579909635718226,0.6384610114054564,23:06:13.557374
0.24780236909880227,0.33874258867227935,23:06:13.682241
0.23826866461008317,0.1,23:06:13.812913
0.2702939600218377,0.0804737854124365,23:06:13.952114
0.31385286901903264,0.13333333333333333,23:06:14.067087
0.249074089664632,0.160947570824873,23:06:14.201628
0.2803397320412729,0.06666666666666667,23:06:14.343087
0.27052339104966483,0.1,23:06:14.463225
0.15890329742007192,0.11380711874576983,23:06:12.381309
0.14484994171089272,0.6666666666666667,23:06:12.754340
0.16736594190432888,0.16881650340819931,23:06:12.879626
0.21034599456592434,0.3802829637134567,23:06:12.997198
0.20479137187051372,0.285354109927885,23:06:13.132769
0.191067780687885,0.18834271799576283,23:06:13.275193
0.21614993501874707,0.18834271799576283,23:06:13.415391
0.28579909635718226,0.6384610114054564,23:06:13.557374
0.24780236909880227,0.33874258867227935,23:06:13.682241
0.23826866461008317,0.1,23:06:13.812913
0.2702939600218377,0.0804737854124365,23:06:13.952114
0.31385286901903264,0.13333333333333333,23:06:14.067087
0.249074089664632,0.160947570824873,23:06:14.201628
0.2803397320412729,0.06666666666666667,23:06:14.343087
0.27052339104966483,0.1,23:06:14.463225
0.23720596298611424,0.26666666666666666,23:06:14.594839
0.15890329742007192,0.11380711874576983,23:06:12.381309
0.14484994171089272,0.6666666666666667,23:06:12.754340
0.16736594190432888,0.16881650340819931,23:06:12.879626
0.21034599456592434,0.3802829637134567,23:06:12.997198
